,0,1,2
0,48453000402,2.6983333333333333,5.754133333333332
1,48453001912,9.081110328638497,15.119844131455398
2,48491020804,0,0
3,48491021507,15.0,15.0
4,48491020603,15.0,15.0
5,48491021504,15.0,15.0
6,48491020806,0,0
7,48209010806,0,0
8,48209010908,15.0,15.0
9,48209010809,0,0
10,48209010807,15.0,15.0
11,48209010805,6.151666666666667,14.163366666666667
12,48491020112,0,0
13,48491020805,0,0
14,48491020803,0,0
15,48491020604,0,0
16,48491020508,3.3525,11.898585714285714
17,48491020409,4.684192810457516,11.53617843137255
18,48491020411,9.068166666666666,13.770258333333334
19,48491020809,0,0
20,48491021505,15.0,15.0
21,48491020605,15.0,15.0
22,48491020509,9.057666666666666,14.914466666666666
23,48453001916,9.140799999999999,14.716966666666666
24,48453001783,6.803166666666666,12.664675
25,48453001918,13.160166791510612,9.549129837702873
26,48453001784,3.5603352059925095,10.210246441947568
27,48453001780,14.512623226950355,19.67040531914894
28,48453002428,8.215586879432625,11.424302127659574
29,48453001775,14.793939373601788,9.036684250559285
30,48453001770,3.5493416666666664,9.607506666666668
31,48453001854,6.9710777777777775,13.870936666666665
32,48453002210,8.838666666666667,15.238805894308943
33,48453002207,13.786422211350292,10.89259869536856
34,48453002209,13.050696380334953,9.006384386817935
35,48453001914,8.453958333333333,10.608358333333333
36,48453002433,5.844430997876858,10.70761932059448
37,48453002429,11.368833333333333,12.875433333333335
38,48453002430,7.960333333333334,12.213233333333335
39,48453000304,2.9675000000000002,4.497733333333334
40,48453001773,2.7924947023208886,10.253975269088464
41,48453002426,9.037916666666666,11.866027777777777
42,48021950801,15.0,15.0
43,48209010804,0,0
44,48209010803,0,0
45,48209010808,0,0
46,48453000500,5.654333333333333,6.4486
47,48453000601,4.977166666666666,6.531166666666667
48,48453000603,4.673166666666666,6.917366666666667
49,48453000801,3.1228333333333333,5.440933333333334
50,48453000802,5.4751666666666665,5.718066666666667
51,48453000803,3.709166666666667,5.1838
52,48453000804,3.503833333333333,5.409133333333333
53,48453001603,7.748435477753464,8.131403889132018
54,48453001605,5.7941666666666665,7.533233333333333
55,48453001705,8.3746875,10.832033333333332
56,48453001706,5.105719298245614,8.547508771929824
57,48453001707,7.282640350877194,8.937034210526315
58,48453001712,4.630333333333334,7.866833333333334
59,48453001713,3.385166666666667,8.380099999999999
60,48453001718,4.515630952380952,8.990954761904762
61,48053960100,0,0
62,48053960400,0,0
63,48053960800,0,0
64,48453001716,6.599220833333334,13.683681666666669
65,48453001747,6.121718749999999,8.538135416666666
66,48453001823,3.9627204301075265,7.543391397849463
67,48453002307,6.495166666666666,7.730233333333333
68,48453001908,5.561301687763714,9.527433333333333
69,48453001719,9.13926923076923,12.611307692307692
70,48453001722,3.7246666666666663,8.139266666666666
71,48453001728,14.799154833836859,7.17713635448137
72,48453001729,7.3581666666666665,10.121333333333332
73,48453001746,5.438,7.6987000000000005
74,48453001765,7.79436,14.580572888888888
75,48453001737,4.9453225270157946,9.872147132169575
76,48453001766,nan,nan
77,48453002003,5.5696666666666665,7.5723
78,48453001714,13.986131731197153,13.730809301290611
79,48453001748,5.602959595959597,8.219626262626264
80,48453001901,5.725333333333333,8.170666666666666
81,48453002402,6.7809932844932845,7.580841391941391
82,48453000101,6.254872911169745,7.718034828496043
83,48453000700,14.925546541584989,4.491633850462054
84,48453001849,13.84751430976431,7.2923787749287765
85,48453002421,4.893327024185068,9.167736382754995
86,48453001604,5.576888888888888,8.00371111111111
87,48453001910,5.532600961538462,8.4804016025641
88,48453002407,6.867038391699093,9.761395434500649
89,48453002315,4.035,5.580099999999999
90,48453001308,15.0,5.664733333333333
91,48453001911,7.228530886482151,8.570419213798637
92,48453001761,13.559369047619047,18.015766666666664
93,48453001755,7.302458333333333,11.952766666666665
94,48453001733,6.1050555555555555,11.934261111111113
95,48453001738,10.992043676900584,7.838543713450292
96,48453001741,14.304129396984925,11.762741373534336
97,48453002110,14.98063723150358,7.020155688146381
98,48453002111,4.5496079622132255,7.312260593792173
99,48453002105,3.910259938837921,5.8239791612057665
100,48453002106,3.322166666666667,4.992800000000001
101,48453002107,5.078152647975077,7.471065732087226
102,48453002109,2.6888333333333336,5.406466666666666
103,48453001840,6.88360752688172,11.829464516129033
104,48453001740,5.74120303030303,8.465682424242424
105,48453002108,4.417949389179755,7.547710820244328
106,48453001768,nan,nan
107,48453001822,3.3801666666666668,8.034833333333333
108,48453001841,7.759333333333333,14.614066666666668
109,48453001845,14.943764070006862,6.868202859757493
110,48453001913,8.305458333333334,13.758754166666662
111,48453000902,2.370833333333333,5.948533333333333
112,48453001000,10.258491329479767,4.86858612716763
113,48453001100,15.0,3.7092548527333986
114,48453001745,5.3571411149825785,11.639430081300812
